11.7872 	INFO 	Loaded monitor calibration from ['2024_08_09 11:01']
11.7982 	WARNING 	User requested fullscreen with size [1280  720], but screen is actually [1920, 1080]. Using actual size
13.0205 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=True, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001E9ECB13D90>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001E9ECB13D30>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=True, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x000001E9ECBE15D0>, multiSample=False, name='window1', numSamples=2, pos=[0.0, 0.0], screen=0, size=array([1920, 1080]), stencilBits=8, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
13.0206 	EXP 	window1: backgroundImage = ''
13.0206 	EXP 	window1: backgroundFit = 'none'
13.1452 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
13.1452 	EXP 	window1: recordFrameIntervals = False
13.3144 	EXP 	window1: recordFrameIntervals = True
13.4970 	EXP 	Screen (0) actual frame rate measured at 60.12Hz
13.4970 	EXP 	window1: recordFrameIntervals = False
16.2774 	INFO 	keyboard.Keyboard is using iohub backend.
16.2776 	INFO 	keyboard.Keyboard is using iohub backend.
16.5315 	EXP 	intentional binding: status = STARTED
16.5411 	EXP 	Created polygon = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=0.0, draggable=True, fillColor=array([1, 1, 1]), fillColorSpace='rgb', fillRGB=array([1, 1, 1]), interpolate=True, lineColor=array([1., 1., 1.]), lineColorSpace='rgb', lineRGB=array([1, 1, 1]), lineWidth=1.0, name='polygon', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([0.2, 0.2]), units='height', vertices=ndarray(...), win=Window(...), windingRule=None)
16.5457 	EXP 	Created polygon_2 = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=-1.0, draggable=False, fillColor=array([-1.    ,  0.0039, -1.    ]), fillColorSpace='rgb', fillRGB=array([-1.    ,  0.0039, -1.    ]), interpolate=True, lineColor=array([-1.    ,  0.0039, -1.    ]), lineColorSpace='rgb', lineRGB=array([-1.    ,  0.0039, -1.    ]), lineWidth=1.0, name='polygon_2', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([0.2, 0.2]), units='height', vertices=ndarray(...), win=Window(...), windingRule=None)
16.5713 	EXP 	Sound sound_1 set volume 1.000
16.6865 	EXP 	Created text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text', opacity=1, ori=0.0, pos=array([0. , 0.3]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
0.0057 	EXP 	textbox: autoLog = True
0.0135 	EXP 	Imported conditions.xlsx as conditions, 12 conditions, 3 params
0.0214 	EXP 	New trial (rep=0, index=0): <Trial 0 (0 in rep 0) data={'delay': 0.1, 'freq': 1000, 'condition': 'exp', 'thisN': 0, 'thisTrialN': 0, 'thisRepN': 0}>
0.0261 	EXP 	polygon: autoDraw = True
1.0039 	INFO 	Keyboard events cleared
1.0034 	EXP 	polygon_2: autoDraw = True
1.0366 	EXP 	polygon: autoDraw = False
5.8676 	DATA 	Keypress: space
5.8706 	EXP 	polygon: autoDraw = False
5.8706 	EXP 	polygon_2: autoDraw = False
5.9515 	EXP 	Sound sound_1 reached end of file
5.9680 	EXP 	Sound sound_1 started
6.2658 	EXP 	Sound sound_1 stopped
6.2907 	EXP 	text: autoDraw = True
6.2907 	EXP 	textbox: autoDraw = True
8.3912 	DATA 	Keypress: 4
8.6020 	DATA 	Keypress: 5
8.8179 	DATA 	Keypress: 6
10.0249 	DATA 	Mouse: Left button down, pos=(923,177)
10.0350 	EXP 	New trial (rep=0, index=1): <Trial 1 (1 in rep 0) data={'delay': 0.1, 'freq': 1000, 'condition': 'exp', 'thisN': 1, 'thisTrialN': 1, 'thisRepN': 0}>
10.0510 	EXP 	text: autoDraw = False
10.0510 	EXP 	textbox: autoDraw = False
10.0510 	EXP 	polygon: autoDraw = True
10.2523 	DATA 	Mouse:  Left button up, pos=(923,177)
11.0344 	INFO 	Keyboard events cleared
11.0339 	EXP 	polygon_2: autoDraw = True
11.0506 	EXP 	polygon: autoDraw = False
11.7530 	DATA 	Keypress: space
11.7672 	EXP 	polygon: autoDraw = False
11.7672 	EXP 	polygon_2: autoDraw = False
11.8508 	EXP 	Sound sound_1 reached end of file
11.8672 	EXP 	Sound sound_1 started
12.1658 	EXP 	Sound sound_1 stopped
12.1771 	EXP 	text: autoDraw = True
12.1771 	EXP 	textbox: autoDraw = True
13.0652 	DATA 	Keypress: 2
13.2429 	DATA 	Keypress: 3
13.9678 	DATA 	Keypress: 4
15.0517 	DATA 	Mouse: Left button down, pos=(956,206)
15.0528 	EXP 	New trial (rep=0, index=2): <Trial 2 (2 in rep 0) data={'delay': 0.7, 'freq': 1000, 'condition': 'exp', 'thisN': 2, 'thisTrialN': 2, 'thisRepN': 0}>
15.0676 	EXP 	text: autoDraw = False
15.0676 	EXP 	textbox: autoDraw = False
15.0676 	EXP 	polygon: autoDraw = True
15.2851 	DATA 	Mouse:  Left button up, pos=(956,206)
16.0671 	INFO 	Keyboard events cleared
16.0667 	EXP 	polygon: autoDraw = False
16.0667 	EXP 	polygon_2: autoDraw = True
16.4028 	DATA 	Keypress: space
16.4165 	EXP 	polygon: autoDraw = False
16.4165 	EXP 	polygon_2: autoDraw = False
17.1005 	EXP 	Sound sound_1 reached end of file
17.1170 	EXP 	Sound sound_1 started
17.4156 	EXP 	Sound sound_1 stopped
17.4282 	EXP 	text: autoDraw = True
17.4282 	EXP 	textbox: autoDraw = True
18.4576 	DATA 	Keypress: 6
18.6666 	DATA 	Keypress: 7
18.8834 	DATA 	Keypress: 8
20.2388 	DATA 	Mouse: Left button down, pos=(956,206)
20.2509 	EXP 	New trial (rep=0, index=3): <Trial 3 (3 in rep 0) data={'delay': 0.1, 'freq': 400, 'condition': 'unexp', 'thisN': 3, 'thisTrialN': 3, 'thisRepN': 0}>
20.2662 	EXP 	text: autoDraw = False
20.2662 	EXP 	textbox: autoDraw = False
20.2662 	EXP 	polygon: autoDraw = True
20.4673 	DATA 	Mouse:  Left button up, pos=(956,206)
21.2666 	INFO 	Keyboard events cleared
21.2661 	EXP 	polygon: autoDraw = False
21.2661 	EXP 	polygon_2: autoDraw = True
21.5688 	DATA 	Keypress: space
21.5825 	EXP 	polygon: autoDraw = False
21.5825 	EXP 	polygon_2: autoDraw = False
21.6664 	EXP 	Sound sound_1 reached end of file
21.6829 	EXP 	Sound sound_1 started
21.9857 	EXP 	Sound sound_1 stopped
21.9972 	EXP 	text: autoDraw = True
21.9972 	EXP 	textbox: autoDraw = True
22.6496 	DATA 	Keypress: 2
22.9662 	DATA 	Keypress: 3
23.5497 	DATA 	Keypress: 5
24.4327 	DATA 	Mouse: Left button down, pos=(956,206)
24.4337 	EXP 	New trial (rep=0, index=4): <Trial 4 (4 in rep 0) data={'delay': 0.7, 'freq': 400, 'condition': 'unexp', 'thisN': 4, 'thisTrialN': 4, 'thisRepN': 0}>
24.4489 	EXP 	text: autoDraw = False
24.4489 	EXP 	textbox: autoDraw = False
24.4489 	EXP 	polygon: autoDraw = True
24.6502 	DATA 	Mouse:  Left button up, pos=(956,206)
25.4495 	INFO 	Keyboard events cleared
25.4491 	EXP 	polygon: autoDraw = False
25.4491 	EXP 	polygon_2: autoDraw = True
26.0511 	DATA 	Keypress: space
26.0652 	EXP 	polygon: autoDraw = False
26.0652 	EXP 	polygon_2: autoDraw = False
26.7326 	EXP 	Sound sound_1 reached end of file
26.7491 	EXP 	Sound sound_1 started
27.0455 	EXP 	Sound sound_1 stopped
27.0568 	EXP 	text: autoDraw = True
27.0568 	EXP 	textbox: autoDraw = True
27.3826 	DATA 	Keypress: 8
27.4989 	DATA 	Keypress: 2
27.6664 	DATA 	Keypress: 7
28.5989 	DATA 	Mouse: Left button down, pos=(956,206)
28.6001 	EXP 	New trial (rep=0, index=5): <Trial 5 (5 in rep 0) data={'delay': 0.1, 'freq': 1000, 'condition': 'exp', 'thisN': 5, 'thisTrialN': 5, 'thisRepN': 0}>
28.6152 	EXP 	text: autoDraw = False
28.6152 	EXP 	textbox: autoDraw = False
28.6152 	EXP 	polygon: autoDraw = True
28.8161 	DATA 	Mouse:  Left button up, pos=(956,206)
29.3166 	DATA 	Keypress: space
29.6152 	INFO 	Keyboard events cleared
29.6148 	EXP 	polygon: autoDraw = False
29.6148 	EXP 	polygon_2: autoDraw = True
29.9016 	DATA 	Keypress: space
29.9151 	EXP 	polygon: autoDraw = False
29.9151 	EXP 	polygon_2: autoDraw = False
29.9988 	EXP 	Sound sound_1 reached end of file
30.0152 	EXP 	Sound sound_1 started
30.3156 	EXP 	Sound sound_1 stopped
30.3266 	EXP 	text: autoDraw = True
30.3266 	EXP 	textbox: autoDraw = True
30.4734 	DATA 	Keypress: 2
30.6650 	DATA 	Keypress: 7
30.8492 	DATA 	Keypress: 6
31.7491 	DATA 	Mouse: Left button down, pos=(956,206)
31.7502 	EXP 	New trial (rep=0, index=6): <Trial 6 (6 in rep 0) data={'delay': 0.7, 'freq': 1000, 'condition': 'exp', 'thisN': 6, 'thisTrialN': 6, 'thisRepN': 0}>
31.7648 	EXP 	text: autoDraw = False
31.7648 	EXP 	textbox: autoDraw = False
31.7648 	EXP 	polygon: autoDraw = True
31.9826 	DATA 	Mouse:  Left button up, pos=(956,206)
32.7651 	INFO 	Keyboard events cleared
32.7646 	EXP 	polygon: autoDraw = False
32.7646 	EXP 	polygon_2: autoDraw = True
33.1171 	DATA 	Keypress: space
33.1318 	EXP 	polygon: autoDraw = False
33.1318 	EXP 	polygon_2: autoDraw = False
33.5325 	DATA 	Keypress: 3
33.6832 	DATA 	Keypress: 9
33.8146 	EXP 	Sound sound_1 reached end of file
33.8310 	EXP 	Sound sound_1 started
33.9328 	DATA 	Keypress: 4
34.1256 	EXP 	Sound sound_1 stopped
34.1380 	EXP 	text: autoDraw = True
34.1380 	EXP 	textbox: autoDraw = True
34.3317 	DATA 	Keypress: 8
34.4360 	DATA 	Keypress: 4
34.6149 	DATA 	Keypress: 7
35.6813 	DATA 	Mouse: Left button down, pos=(956,206)
35.6823 	EXP 	New trial (rep=0, index=7): <Trial 7 (7 in rep 0) data={'delay': 0.7, 'freq': 1000, 'condition': 'exp', 'thisN': 7, 'thisTrialN': 7, 'thisRepN': 0}>
35.6973 	EXP 	text: autoDraw = False
35.6973 	EXP 	textbox: autoDraw = False
35.6973 	EXP 	polygon: autoDraw = True
35.9151 	DATA 	Mouse:  Left button up, pos=(956,206)
36.6980 	INFO 	Keyboard events cleared
36.6976 	EXP 	polygon: autoDraw = False
36.6976 	EXP 	polygon_2: autoDraw = True
37.0496 	DATA 	Keypress: space
37.0638 	EXP 	polygon: autoDraw = False
37.0638 	EXP 	polygon_2: autoDraw = False
37.2822 	DATA 	Keypress: 3
37.4651 	DATA 	Keypress: 7
37.6649 	DATA 	Keypress: 4
37.7309 	EXP 	Sound sound_1 reached end of file
37.7474 	EXP 	Sound sound_1 started
37.8154 	DATA 	Keypress: 6
38.0457 	EXP 	Sound sound_1 stopped
38.0587 	EXP 	text: autoDraw = True
38.0587 	EXP 	textbox: autoDraw = True
38.0666 	DATA 	Keypress: 4
38.2475 	DATA 	Keypress: 7
38.4978 	DATA 	Keypress: 5
39.3819 	DATA 	Mouse: Left button down, pos=(956,206)
39.3829 	EXP 	New trial (rep=0, index=8): <Trial 8 (8 in rep 0) data={'delay': 0.4, 'freq': 400, 'condition': 'unexp', 'thisN': 8, 'thisTrialN': 8, 'thisRepN': 0}>
39.3974 	EXP 	text: autoDraw = False
39.3974 	EXP 	textbox: autoDraw = False
39.3974 	EXP 	polygon: autoDraw = True
39.5983 	DATA 	Mouse:  Left button up, pos=(956,206)
40.3975 	INFO 	Keyboard events cleared
40.3971 	EXP 	polygon: autoDraw = False
40.3971 	EXP 	polygon_2: autoDraw = True
40.8824 	DATA 	Keypress: space
40.8968 	EXP 	polygon: autoDraw = False
40.8968 	EXP 	polygon_2: autoDraw = False
41.2644 	EXP 	Sound sound_1 reached end of file
41.2809 	EXP 	Sound sound_1 started
41.4813 	DATA 	Keypress: 2
41.5754 	EXP 	Sound sound_1 stopped
41.5870 	EXP 	text: autoDraw = True
41.5870 	EXP 	textbox: autoDraw = True
41.6719 	DATA 	Keypress: 9
41.9039 	DATA 	Keypress: 3
42.0408 	DATA 	Keypress: 8
42.1858 	DATA 	Keypress: 4
42.9387 	DATA 	Keypress: backspace
43.5305 	DATA 	Mouse: Left button down, pos=(956,206)
43.5315 	EXP 	New trial (rep=0, index=9): <Trial 9 (9 in rep 0) data={'delay': 0.4, 'freq': 1000, 'condition': 'exp', 'thisN': 9, 'thisTrialN': 9, 'thisRepN': 0}>
